route_id,stop_name,arrival_time,departure_time
FR-07,G-10 Markaz,19:32:09,19:32:29
FR-07,Pha Flats,19:34:59,19:35:19
FR-07,Tanki Stop,19:36:09,19:36:29
FR-07,G-10/G-11,19:37:19,19:37:39
FR-07,Institute Of Modern Studies,19:38:34,19:38:54
FR-07,G-11 Markaz,19:40:24,19:40:44
FR-07,Mehrabad,19:44:26,19:44:46
FR-07,NUST Metro Station,19:50:10,19:50:30
FR-07,Bar Council,19:52:40,19:53:00
FR-07,A.K Bari Road,19:53:50,19:54:10
FR-07,Police Foundation Metro Station,19:57:20,19:57:20
FR-07,Pims Hospital,19:20:00,19:20:00
FR-07,Children Hospital,19:21:00,19:21:20
FR-07,Nori Hospital,19:23:59,19:24:19
FR-07,Dental Hospital,19:26:19,19:26:39
FR-07,G-8 Markaz,19:26:49,19:26:59
FR-07,Development Park,19:27:19,19:27:39
FR-07,Chaman Metro Station,19:29:28,19:29:48
FR-07,G-9/4,19:31:24,19:31:44
FR-07,Karachi Company,19:33:24,19:33:44
FR-07,G-9 Markaz,19:34:34,19:34:54
FR-07,Police Flats,19:36:29,19:36:49
FR-07,College Morh,19:39:19,19:39:39
FR-07,G-10 Markaz,19:42:09,19:42:29
FR-07,Pha Flats,19:44:59,19:45:19
FR-07,Tanki Stop,19:46:09,19:46:29
FR-07,G-10/G-11,19:47:19,19:47:39
FR-07,Institute Of Modern Studies,19:48:34,19:48:54
FR-07,G-11 Markaz,19:50:24,19:50:44
FR-07,Mehrabad,19:54:26,19:54:46
FR-07,NUST Metro Station,20:00:10,20:00:30
FR-07,Bar Council,20:02:40,20:03:00
FR-07,A.K Bari Road,20:03:50,20:04:10
FR-07,Police Foundation Metro Station,20:07:20,20:07:20
FR-07,Pims Hospital,19:30:00,19:30:00
FR-07,Children Hospital,19:31:00,19:31:20
FR-07,Nori Hospital,19:33:59,19:34:19
FR-07,Dental Hospital,19:36:19,19:36:39
FR-07,G-8 Markaz,19:36:49,19:36:59
FR-07,Development Park,19:37:19,19:37:39
FR-07,Chaman Metro Station,19:39:28,19:39:48
FR-07,G-9/4,19:41:24,19:41:44
FR-07,Karachi Company,19:43:24,19:43:44
FR-07,G-9 Markaz,19:44:34,19:44:54
FR-07,Police Flats,19:46:29,19:46:49
FR-07,College Morh,19:49:19,19:49:39
FR-07,G-10 Markaz,19:52:09,19:52:29
FR-07,Pha Flats,19:54:59,19:55:19
FR-07,Tanki Stop,19:56:09,19:56:29
FR-07,G-10/G-11,19:57:19,19:57:39
FR-07,Institute Of Modern Studies,19:58:34,19:58:54
FR-07,G-11 Markaz,20:00:24,20:00:44
FR-07,Mehrabad,20:04:26,20:04:46
FR-07,NUST Metro Station,20:10:10,20:10:30
FR-07,Bar Council,20:12:40,20:13:00
FR-07,A.K Bari Road,20:13:50,20:14:10
FR-07,Police Foundation Metro Station,20:17:20,20:17:20
FR-07,Pims Hospital,19:40:00,19:40:00
FR-07,Children Hospital,19:41:00,19:41:20
FR-07,Nori Hospital,19:43:59,19:44:19
FR-07,Dental Hospital,19:46:19,19:46:39
FR-07,G-8 Markaz,19:46:49,19:46:59
FR-07,Development Park,19:47:19,19:47:39
FR-07,Chaman Metro Station,19:49:28,19:49:48
FR-07,G-9/4,19:51:24,19:51:44
FR-07,Karachi Company,19:53:24,19:53:44
FR-07,G-9 Markaz,19:54:34,19:54:54
FR-07,Police Flats,19:56:29,19:56:49
FR-07,College Morh,19:59:19,19:59:39
FR-07,G-10 Markaz,20:02:09,20:02:29
FR-07,Pha Flats,20:04:59,20:05:19
FR-07,Tanki Stop,20:06:09,20:06:29
FR-07,G-10/G-11,20:07:19,20:07:39
FR-07,Institute Of Modern Studies,20:08:34,20:08:54
FR-07,G-11 Markaz,20:10:24,20:10:44
FR-07,Mehrabad,20:14:26,20:14:46
FR-07,NUST Metro Station,20:20:10,20:20:30
FR-07,Bar Council,20:22:40,20:23:00
FR-07,A.K Bari Road,20:23:50,20:24:10
FR-07,Police Foundation Metro Station,20:27:20,20:27:20
FR-07,Pims Hospital,19:50:00,19:50:00
FR-07,Children Hospital,19:51:00,19:51:20
FR-07,Nori Hospital,19:53:59,19:54:19
FR-07,Dental Hospital,19:56:19,19:56:39
FR-07,G-8 Markaz,19:56:49,19:56:59
FR-07,Development Park,19:57:19,19:57:39
FR-07,Chaman Metro Station,19:59:28,19:59:48
FR-07,G-9/4,20:01:24,20:01:44
FR-07,Karachi Company,20:03:24,20:03:44
FR-07,G-9 Markaz,20:04:34,20:04:54
FR-07,Police Flats,20:06:29,20:06:49
FR-07,College Morh,20:09:19,20:09:39
FR-07,G-10 Markaz,20:12:09,20:12:29
FR-07,Pha Flats,20:14:59,20:15:19
FR-07,Tanki Stop,20:16:09,20:16:29
FR-07,G-10/G-11,20:17:19,20:17:39
FR-07,Institute Of Modern Studies,20:18:34,20:18:54
FR-07,G-11 Markaz,20:20:24,20:20:44
FR-07,Mehrabad,20:24:26,20:24:46
FR-07,NUST Metro Station,20:30:10,20:30:30
FR-07,Bar Council,20:32:40,20:33:00
FR-07,A.K Bari Road,20:33:50,20:34:10
FR-07,Police Foundation Metro Station,20:37:20,20:37:20
FR-07,Pims Hospital,20:00:00,20:00:00
FR-07,Children Hospital,20:01:00,20:01:20
FR-07,Nori Hospital,20:03:59,20:04:19
FR-07,Dental Hospital,20:06:19,20:06:39
FR-07,G-8 Markaz,20:06:49,20:06:59
FR-07,Development Park,20:07:19,20:07:39
FR-07,Chaman Metro Station,20:09:28,20:09:48
FR-07,G-9/4,20:11:24,20:11:44
FR-07,Karachi Company,20:13:24,20:13:44
FR-07,G-9 Markaz,20:14:34,20:14:54
FR-07,Police Flats,20:16:29,20:16:49
FR-07,College Morh,20:19:19,20:19:39
FR-07,G-10 Markaz,20:22:09,20:22:29
FR-07,Pha Flats,20:24:59,20:25:19
FR-07,Tanki Stop,20:26:09,20:26:29
FR-07,G-10/G-11,20:27:19,20:27:39
FR-07,Institute Of Modern Studies,20:28:34,20:28:54
FR-07,G-11 Markaz,20:30:24,20:30:44
FR-07,Mehrabad,20:34:26,20:34:46
FR-07,NUST Metro Station,20:40:10,20:40:30
FR-07,Bar Council,20:42:40,20:43:00
FR-07,A.K Bari Road,20:43:50,20:44:10
FR-07,Police Foundation Metro Station,20:47:20,20:47:20
FR-07,Pims Hospital,20:10:00,20:10:00
FR-07,Children Hospital,20:11:00,20:11:20
FR-07,Nori Hospital,20:13:59,20:14:19
FR-07,Dental Hospital,20:16:19,20:16:39
FR-07,G-8 Markaz,20:16:49,20:16:59
FR-07,Development Park,20:17:19,20:17:39
FR-07,Chaman Metro Station,20:19:28,20:19:48
FR-07,G-9/4,20:21:24,20:21:44
FR-07,Karachi Company,20:23:24,20:23:44
FR-07,G-9 Markaz,20:24:34,20:24:54
FR-07,Police Flats,20:26:29,20:26:49
FR-07,College Morh,20:29:19,20:29:39
FR-07,G-10 Markaz,20:32:09,20:32:29
FR-07,Pha Flats,20:34:59,20:35:19
FR-07,Tanki Stop,20:36:09,20:36:29
FR-07,G-10/G-11,20:37:19,20:37:39
FR-07,Institute Of Modern Studies,20:38:34,20:38:54
FR-07,G-11 Markaz,20:40:24,20:40:44
FR-07,Mehrabad,20:44:26,20:44:46
FR-07,NUST Metro Station,20:50:10,20:50:30
FR-07,Bar Council,20:52:40,20:53:00
FR-07,A.K Bari Road,20:53:50,20:54:10
FR-07,Police Foundation Metro Station,20:57:20,20:57:20
FR-07,Pims Hospital,20:20:00,20:20:00
FR-07,Children Hospital,20:21:00,20:21:20
FR-07,Nori Hospital,20:23:59,20:24:19
FR-07,Dental Hospital,20:26:19,20:26:39
FR-07,G-8 Markaz,20:26:49,20:26:59
FR-07,Development Park,20:27:19,20:27:39
FR-07,Chaman Metro Station,20:29:28,20:29:48
FR-07,G-9/4,20:31:24,20:31:44
FR-07,Karachi Company,20:33:24,20:33:44
FR-07,G-9 Markaz,20:34:34,20:34:54
FR-07,Police Flats,20:36:29,20:36:49
FR-07,College Morh,20:39:19,20:39:39
FR-07,G-10 Markaz,20:42:09,20:42:29
FR-07,Pha Flats,20:44:59,20:45:19
FR-07,Tanki Stop,20:46:09,20:46:29
FR-07,G-10/G-11,20:47:19,20:47:39
FR-07,Institute Of Modern Studies,20:48:34,20:48:54
FR-07,G-11 Markaz,20:50:24,20:50:44
FR-07,Mehrabad,20:54:26,20:54:46
FR-07,NUST Metro Station,21:00:10,21:00:30
FR-07,Bar Council,21:02:40,21:03:00
FR-07,A.K Bari Road,21:03:50,21:04:10
FR-07,Police Foundation Metro Station,21:07:20,21:07:20
FR-07,Pims Hospital,20:30:00,20:30:00
FR-07,Children Hospital,20:31:00,20:31:20
FR-07,Nori Hospital,20:33:59,20:34:19
FR-07,Dental Hospital,20:36:19,20:36:39
FR-07,G-8 Markaz,20:36:49,20:36:59
FR-07,Development Park,20:37:19,20:37:39
FR-07,Chaman Metro Station,20:39:28,20:39:48
FR-07,G-9/4,20:41:24,20:41:44
FR-07,Karachi Company,20:43:24,20:43:44
FR-07,G-9 Markaz,20:44:34,20:44:54
FR-07,Police Flats,20:46:29,20:46:49
FR-07,College Morh,20:49:19,20:49:39
FR-07,G-10 Markaz,20:52:09,20:52:29
FR-07,Pha Flats,20:54:59,20:55:19
FR-07,Tanki Stop,20:56:09,20:56:29
FR-07,G-10/G-11,20:57:19,20:57:39
FR-07,Institute Of Modern Studies,20:58:34,20:58:54
FR-07,G-11 Markaz,21:00:24,21:00:44
FR-07,Mehrabad,21:04:26,21:04:46
FR-07,NUST Metro Station,21:10:10,21:10:30
FR-07,Bar Council,21:12:40,21:13:00
FR-07,A.K Bari Road,21:13:50,21:14:10
FR-07,Police Foundation Metro Station,21:17:20,21:17:20
FR-07,Pims Hospital,20:40:00,20:40:00
FR-07,Children Hospital,20:41:00,20:41:20
FR-07,Nori Hospital,20:43:59,20:44:19
FR-07,Dental Hospital,20:46:19,20:46:39
FR-07,G-8 Markaz,20:46:49,20:46:59
FR-07,Development Park,20:47:19,20:47:39
FR-07,Chaman Metro Station,20:49:28,20:49:48
FR-07,G-9/4,20:51:24,20:51:44
FR-07,Karachi Company,20:53:24,20:53:44
FR-07,G-9 Markaz,20:54:34,20:54:54
FR-07,Police Flats,20:56:29,20:56:49
FR-07,College Morh,20:59:19,20:59:39
FR-07,G-10 Markaz,21:02:09,21:02:29
FR-07,Pha Flats,21:04:59,21:05:19
FR-07,Tanki Stop,21:06:09,21:06:29
FR-07,G-10/G-11,21:07:19,21:07:39
FR-07,Institute Of Modern Studies,21:08:34,21:08:54
FR-07,G-11 Markaz,21:10:24,21:10:44
FR-07,Mehrabad,21:14:26,21:14:46
FR-07,NUST Metro Station,21:20:10,21:20:30
FR-07,Bar Council,21:22:40,21:23:00
FR-07,A.K Bari Road,21:23:50,21:24:10
FR-07,Police Foundation Metro Station,21:27:20,21:27:20
FR-07,Pims Hospital,20:50:00,20:50:00
FR-07,Children Hospital,20:51:00,20:51:20
FR-07,Nori Hospital,20:53:59,20:54:19
FR-07,Dental Hospital,20:56:19,20:56:39
FR-07,G-8 Markaz,20:56:49,20:56:59
FR-07,Development Park,20:57:19,20:57:39
FR-07,Chaman Metro Station,20:59:28,20:59:48
FR-07,G-9/4,21:01:24,21:01:44
FR-07,Karachi Company,21:03:24,21:03:44
FR-07,G-9 Markaz,21:04:34,21:04:54
FR-07,Police Flats,21:06:29,21:06:49
FR-07,College Morh,21:09:19,21:09:39
FR-07,G-10 Markaz,21:12:09,21:12:29
FR-07,Pha Flats,21:14:59,21:15:19
FR-07,Tanki Stop,21:16:09,21:16:29
FR-07,G-10/G-11,21:17:19,21:17:39
FR-07,Institute Of Modern Studies,21:18:34,21:18:54
FR-07,G-11 Markaz,21:20:24,21:20:44
FR-07,Mehrabad,21:24:26,21:24:46
FR-07,NUST Metro Station,21:30:10,21:30:30
FR-07,Bar Council,21:32:40,21:33:00
FR-07,A.K Bari Road,21:33:50,21:34:10
FR-07,Police Foundation Metro Station,21:37:20,21:37:20
FR-07,Pims Hospital,21:00:00,21:00:00
FR-07,Children Hospital,21:01:00,21:01:20
FR-07,Nori Hospital,21:03:59,21:04:19
FR-07,Dental Hospital,21:06:19,21:06:39
FR-07,G-8 Markaz,21:06:49,21:06:59
FR-07,Development Park,21:07:19,21:07:39
FR-07,Chaman Metro Station,21:09:28,21:09:48
FR-07,G-9/4,21:11:24,21:11:44
FR-07,Karachi Company,21:13:24,21:13:44
FR-07,G-9 Markaz,21:14:34,21:14:54
FR-07,Police Flats,21:16:29,21:16:49
FR-07,College Morh,21:19:19,21:19:39
FR-07,G-10 Markaz,21:22:09,21:22:29
FR-07,Pha Flats,21:24:59,21:25:19
FR-07,Tanki Stop,21:26:09,21:26:29
FR-07,G-10/G-11,21:27:19,21:27:39
FR-07,Institute Of Modern Studies,21:28:34,21:28:54
FR-07,G-11 Markaz,21:30:24,21:30:44
FR-07,Mehrabad,21:34:26,21:34:46
FR-07,NUST Metro Station,21:40:10,21:40:30
FR-07,Bar Council,21:42:40,21:43:00
FR-07,A.K Bari Road,21:43:50,21:44:10
FR-07,Police Foundation Metro Station,21:47:20,21:47:20
FR-07,Pims Hospital,21:10:00,21:10:00
FR-07,Children Hospital,21:11:00,21:11:20
FR-07,Nori Hospital,21:13:59,21:14:19
FR-07,Dental Hospital,21:16:19,21:16:39
FR-07,G-8 Markaz,21:16:49,21:16:59
FR-07,Development Park,21:17:19,21:17:39
FR-07,Chaman Metro Station,21:19:28,21:19:48
FR-07,G-9/4,21:21:24,21:21:44
FR-07,Karachi Company,21:23:24,21:23:44
FR-07,G-9 Markaz,21:24:34,21:24:54
FR-07,Police Flats,21:26:29,21:26:49
FR-07,College Morh,21:29:19,21:29:39
FR-07,G-10 Markaz,21:32:09,21:32:29
FR-07,Pha Flats,21:34:59,21:35:19
FR-07,Tanki Stop,21:36:09,21:36:29
FR-07,G-10/G-11,21:37:19,21:37:39
FR-07,Institute Of Modern Studies,21:38:34,21:38:54
FR-07,G-11 Markaz,21:40:24,21:40:44
FR-07,Mehrabad,21:44:26,21:44:46
FR-07,NUST Metro Station,21:50:10,21:50:30
FR-07,Bar Council,21:52:40,21:53:00
FR-07,A.K Bari Road,21:53:50,21:54:10
FR-07,Police Foundation Metro Station,21:57:20,21:57:20
FR-07,Pims Hospital,21:20:00,21:20:00
FR-07,Children Hospital,21:21:00,21:21:20
FR-07,Nori Hospital,21:23:59,21:24:19
FR-07,Dental Hospital,21:26:19,21:26:39
FR-07,G-8 Markaz,21:26:49,21:26:59
FR-07,Development Park,21:27:19,21:27:39
FR-07,Chaman Metro Station,21:29:28,21:29:48
FR-07,G-9/4,21:31:24,21:31:44
FR-07,Karachi Company,21:33:24,21:33:44
FR-07,G-9 Markaz,21:34:34,21:34:54
FR-07,Police Flats,21:36:29,21:36:49
FR-07,College Morh,21:39:19,21:39:39
FR-07,G-10 Markaz,21:42:09,21:42:29
FR-07,Pha Flats,21:44:59,21:45:19
FR-07,Tanki Stop,21:46:09,21:46:29
FR-07,G-10/G-11,21:47:19,21:47:39
FR-07,Institute Of Modern Studies,21:48:34,21:48:54
FR-07,G-11 Markaz,21:50:24,21:50:44
FR-07,Mehrabad,21:54:26,21:54:46
FR-07,NUST Metro Station,22:00:10,22:00:30
FR-07,Bar Council,22:02:40,22:03:00
FR-07,A.K Bari Road,22:03:50,22:04:10
FR-07,Police Foundation Metro Station,22:07:20,22:07:20
FR-07,Pims Hospital,21:30:00,21:30:00
FR-07,Children Hospital,21:31:00,21:31:20
FR-07,Nori Hospital,21:33:59,21:34:19
FR-07,Dental Hospital,21:36:19,21:36:39
FR-07,G-8 Markaz,21:36:49,21:36:59
FR-07,Development Park,21:37:19,21:37:39
FR-07,Chaman Metro Station,21:39:28,21:39:48
FR-07,G-9/4,21:41:24,21:41:44
FR-07,Karachi Company,21:43:24,21:43:44
FR-07,G-9 Markaz,21:44:34,21:44:54
FR-07,Police Flats,21:46:29,21:46:49
FR-07,College Morh,21:49:19,21:49:39
FR-07,G-10 Markaz,21:52:09,21:52:29
FR-07,Pha Flats,21:54:59,21:55:19
FR-07,Tanki Stop,21:56:09,21:56:29
FR-07,G-10/G-11,21:57:19,21:57:39
FR-07,Institute Of Modern Studies,21:58:34,21:58:54
FR-07,G-11 Markaz,22:00:24,22:00:44
FR-07,Mehrabad,22:04:26,22:04:46
FR-07,NUST Metro Station,22:10:10,22:10:30
FR-07,Bar Council,22:12:40,22:13:00
FR-07,A.K Bari Road,22:13:50,22:14:10
FR-07,Police Foundation Metro Station,22:17:20,22:17:20
FR-07,Pims Hospital,21:40:00,21:40:00
FR-07,Children Hospital,21:41:00,21:41:20
FR-07,Nori Hospital,21:43:59,21:44:19
FR-07,Dental Hospital,21:46:19,21:46:39
FR-07,G-8 Markaz,21:46:49,21:46:59
FR-07,Development Park,21:47:19,21:47:39
FR-07,Chaman Metro Station,21:49:28,21:49:48
FR-07,G-9/4,21:51:24,21:51:44
FR-07,Karachi Company,21:53:24,21:53:44
FR-07,G-9 Markaz,21:54:34,21:54:54
FR-07,Police Flats,21:56:29,21:56:49
FR-07,College Morh,21:59:19,21:59:39
FR-07,G-10 Markaz,22:02:09,22:02:29
FR-07,Pha Flats,22:04:59,22:05:19
FR-07,Tanki Stop,22:06:09,22:06:29
FR-07,G-10/G-11,22:07:19,22:07:39
FR-07,Institute Of Modern Studies,22:08:34,22:08:54
FR-07,G-11 Markaz,22:10:24,22:10:44
FR-07,Mehrabad,22:14:26,22:14:46
FR-07,NUST Metro Station,22:20:10,22:20:30
FR-07,Bar Council,22:22:40,22:23:00
FR-07,A.K Bari Road,22:23:50,22:24:10
FR-07,Police Foundation Metro Station,22:27:20,22:27:20
FR-07,Pims Hospital,21:50:00,21:50:00
FR-07,Children Hospital,21:51:00,21:51:20
FR-07,Nori Hospital,21:53:59,21:54:19
FR-07,Dental Hospital,21:56:19,21:56:39
FR-07,G-8 Markaz,21:56:49,21:56:59
FR-07,Development Park,21:57:19,21:57:39
FR-07,Chaman Metro Station,21:59:28,21:59:48
FR-07,G-9/4,22:01:24,22:01:44
FR-07,Karachi Company,22:03:24,22:03:44
FR-07,G-9 Markaz,22:04:34,22:04:54
FR-07,Police Flats,22:06:29,22:06:49
FR-07,College Morh,22:09:19,22:09:39
FR-07,G-10 Markaz,22:12:09,22:12:29
FR-07,Pha Flats,22:14:59,22:15:19
FR-07,Tanki Stop,22:16:09,22:16:29
FR-07,G-10/G-11,22:17:19,22:17:39
FR-07,Institute Of Modern Studies,22:18:34,22:18:54
FR-07,G-11 Markaz,22:20:24,22:20:44
FR-07,Mehrabad,22:24:26,22:24:46
FR-07,NUST Metro Station,22:30:10,22:30:30
FR-07,Bar Council,22:32:40,22:33:00
FR-07,A.K Bari Road,22:33:50,22:34:10
FR-07,Police Foundation Metro Station,22:37:20,22:37:20
FR-07,Pims Hospital,22:00:00,22:00:00
FR-07,Children Hospital,22:01:00,22:01:20
FR-07,Nori Hospital,22:03:59,22:04:19
FR-07,Dental Hospital,22:06:19,22:06:39
FR-07,G-8 Markaz,22:06:49,22:06:59
FR-07,Development Park,22:07:19,22:07:39
FR-07,Chaman Metro Station,22:09:28,22:09:48
FR-07,G-9/4,22:11:24,22:11:44
FR-07,Karachi Company,22:13:24,22:13:44
FR-07,G-9 Markaz,22:14:34,22:14:54
FR-07,Police Flats,22:16:29,22:16:49
FR-07,College Morh,22:19:19,22:19:39
FR-07,G-10 Markaz,22:22:09,22:22:29
FR-07,Pha Flats,22:24:59,22:25:19
FR-07,Tanki Stop,22:26:09,22:26:29
FR-07,G-10/G-11,22:27:19,22:27:39
FR-07,Institute Of Modern Studies,22:28:34,22:28:54
FR-07,G-11 Markaz,22:30:24,22:30:44
FR-07,Mehrabad,22:34:26,22:34:46
FR-07,NUST Metro Station,22:40:10,22:40:30
FR-07,Bar Council,22:42:40,22:43:00
FR-07,A.K Bari Road,22:43:50,22:44:10
FR-07,Police Foundation Metro Station,22:47:20,22:47:20
FR-15,Khanna Pul,06:00:00,06:00:00
FR-15,Fazaia,06:01:30,06:01:50
FR-15,Gangal,06:03:35,06:03:55
FR-15,Koral Town,06:05:50,06:06:10
FR-15,Gulberg,06:07:40,06:08:00
FR-15,Pagh Chowk,06:09:45,06:10:05
FR-15,Pwd Housing Society,06:12:00,06:12:20
FR-15,Soan Gardens E Block,06:13:50,06:14:10
FR-15,Soan Gardens G Block,06:15:55,06:16:15
FR-15,Soan Gardens H Block,06:18:10,06:18:30
FR-15,River Gardens,06:20:00,06:20:20
FR-15,Kaak Pul,06:22:05,06:22:25
FR-15,Dha Gate 08,06:24:20,06:24:40
FR-15,Dha Gate 07,06:26:10,06:26:30
FR-15,Suparco,06:28:15,06:28:35
FR-15,T- Chowk,06:30:30,06:30:30
FR-15,Khanna Pul,06:30:00,06:30:00
FR-15,Fazaia,06:31:30,06:31:50
FR-15,Gangal,06:33:35,06:33:55
FR-15,Koral Town,06:35:50,06:36:10
FR-15,Gulberg,06:37:40,06:38:00
FR-15,Pagh Chowk,06:39:45,06:40:05
FR-15,Pwd Housing Society,06:42:00,06:42:20
FR-15,Soan Gardens E Block,06:43:50,06:44:10
FR-15,Soan Gardens G Block,06:45:55,06:46:15
FR-15,Soan Gardens H Block,06:48:10,06:48:30
FR-15,River Gardens,06:50:00,06:50:20
FR-15,Kaak Pul,06:52:05,06:52:25
FR-15,Dha Gate 08,06:54:20,06:54:40
FR-15,Dha Gate 07,06:56:10,06:56:30
FR-15,Suparco,06:58:15,06:58:35
FR-15,T- Chowk,07:00:30,07:00:30
FR-15,Khanna Pul,07:00:00,07:00:00
FR-15,Fazaia,07:01:30,07:01:50
FR-15,Gangal,07:03:35,07:03:55
FR-15,Koral Town,07:05:50,07:06:10
FR-15,Gulberg,07:07:40,07:08:00
FR-15,Pagh Chowk,07:09:45,07:10:05
FR-15,Pwd Housing Society,07:12:00,07:12:20
FR-15,Soan Gardens E Block,07:13:50,07:14:10
FR-15,Soan Gardens G Block,07:15:55,07:16:15
FR-15,Soan Gardens H Block,07:18:10,07:18:30
FR-15,River Gardens,07:20:00,07:20:20
FR-15,Kaak Pul,07:22:05,07:22:25
FR-15,Dha Gate 08,07:24:20,07:24:40
FR-15,Dha Gate 07,07:26:10,07:26:30
FR-15,Suparco,07:28:15,07:28:35
FR-15,T- Chowk,07:30:30,07:30:30
FR-15,Khanna Pul,07:30:00,07:30:00
FR-15,Fazaia,07:31:30,07:31:50
FR-15,Gangal,07:33:35,07:33:55
FR-15,Koral Town,07:35:50,07:36:10
FR-15,Gulberg,07:37:40,07:38:00
FR-15,Pagh Chowk,07:39:45,07:40:05
FR-15,Pwd Housing Society,07:42:00,07:42:20
FR-15,Soan Gardens E Block,07:43:50,07:44:10
FR-15,Soan Gardens G Block,07:45:55,07:46:15
FR-15,Soan Gardens H Block,07:48:10,07:48:30
FR-15,River Gardens,07:50:00,07:50:20
FR-15,Kaak Pul,07:52:05,07:52:25
FR-15,Dha Gate 08,07:54:20,07:54:40
FR-15,Dha Gate 07,07:56:10,07:56:30
FR-15,Suparco,07:58:15,07:58:35
FR-15,T- Chowk,08:00:30,08:00:30
FR-15,Khanna Pul,08:00:00,08:00:00
FR-15,Fazaia,08:01:30,08:01:50
FR-15,Gangal,08:03:35,08:03:55
FR-15,Koral Town,08:05:50,08:06:10
FR-15,Gulberg,08:07:40,08:08:00
FR-15,Pagh Chowk,08:09:45,08:10:05
FR-15,Pwd Housing Society,08:12:00,08:12:20
FR-15,Soan Gardens E Block,08:13:50,08:14:10
FR-15,Soan Gardens G Block,08:15:55,08:16:15
FR-15,Soan Gardens H Block,08:18:10,08:18:30
FR-15,River Gardens,08:20:00,08:20:20
FR-15,Kaak Pul,08:22:05,08:22:25
FR-15,Dha Gate 08,08:24:20,08:24:40
FR-15,Dha Gate 07,08:26:10,08:26:30
FR-15,Suparco,08:28:15,08:28:35
FR-15,T- Chowk,08:30:30,08:30:30
FR-15,Khanna Pul,08:30:00,08:30:00
FR-15,Fazaia,08:31:30,08:31:50
FR-15,Gangal,08:33:35,08:33:55
FR-15,Koral Town,08:35:50,08:36:10
FR-15,Gulberg,08:37:40,08:38:00
FR-15,Pagh Chowk,08:39:45,08:40:05
FR-15,Pwd Housing Society,08:42:00,08:42:20
FR-15,Soan Gardens E Block,08:43:50,08:44:10
FR-15,Soan Gardens G Block,08:45:55,08:46:15
FR-15,Soan Gardens H Block,08:48:10,08:48:30
FR-15,River Gardens,08:50:00,08:50:20
FR-15,Kaak Pul,08:52:05,08:52:25
FR-15,Dha Gate 08,08:54:20,08:54:40
FR-15,Dha Gate 07,08:56:10,08:56:30
FR-15,Suparco,08:58:15,08:58:35
FR-15,T- Chowk,09:00:30,09:00:30
FR-15,Khanna Pul,09:00:00,09:00:00
FR-15,Fazaia,09:01:30,09:01:50
FR-15,Gangal,09:03:35,09:03:55
FR-15,Koral Town,09:05:50,09:06:10
FR-15,Gulberg,09:07:40,09:08:00
FR-15,Pagh Chowk,09:09:45,09:10:05
FR-15,Pwd Housing Society,09:12:00,09:12:20
FR-15,Soan Gardens E Block,09:13:50,09:14:10
FR-15,Soan Gardens G Block,09:15:55,09:16:15
FR-15,Soan Gardens H Block,09:18:10,09:18:30
FR-15,River Gardens,09:20:00,09:20:20
FR-15,Kaak Pul,09:22:05,09:22:25
FR-15,Dha Gate 08,09:24:20,09:24:40
FR-15,Dha Gate 07,09:26:10,09:26:30
FR-15,Suparco,09:28:15,09:28:35
FR-15,T- Chowk,09:30:30,09:30:30
FR-15,Khanna Pul,09:30:00,09:30:00
FR-15,Fazaia,09:31:30,09:31:50
FR-15,Gangal,09:33:35,09:33:55
FR-15,Koral Town,09:35:50,09:36:10
FR-15,Gulberg,09:37:40,09:38:00
FR-15,Pagh Chowk,09:39:45,09:40:05
FR-15,Pwd Housing Society,09:42:00,09:42:20
FR-15,Soan Gardens E Block,09:43:50,09:44:10
FR-15,Soan Gardens G Block,09:45:55,09:46:15
FR-15,Soan Gardens H Block,09:48:10,09:48:30
FR-15,River Gardens,09:50:00,09:50:20
FR-15,Kaak Pul,09:52:05,09:52:25
FR-15,Dha Gate 08,09:54:20,09:54:40
FR-15,Dha Gate 07,09:56:10,09:56:30
FR-15,Suparco,09:58:15,09:58:35
FR-15,T- Chowk,10:00:30,10:00:30
FR-15,Khanna Pul,10:00:00,10:00:00
FR-15,Fazaia,10:01:30,10:01:50
FR-15,Gangal,10:03:35,10:03:55
FR-15,Koral Town,10:05:50,10:06:10
FR-15,Gulberg,10:07:40,10:08:00
FR-15,Pagh Chowk,10:09:45,10:10:05
FR-15,Pwd Housing Society,10:12:00,10:12:20
FR-15,Soan Gardens E Block,10:13:50,10:14:10
FR-15,Soan Gardens G Block,10:15:55,10:16:15
FR-15,Soan Gardens H Block,10:18:10,10:18:30
FR-15,River Gardens,10:20:00,10:20:20
FR-15,Kaak Pul,10:22:05,10:22:25
FR-15,Dha Gate 08,10:24:20,10:24:40
FR-15,Dha Gate 07,10:26:10,10:26:30
FR-15,Suparco,10:28:15,10:28:35
FR-15,T- Chowk,10:30:30,10:30:30
FR-15,Khanna Pul,10:30:00,10:30:00
FR-15,Fazaia,10:31:30,10:31:50
FR-15,Gangal,10:33:35,10:33:55
FR-15,Koral Town,10:35:50,10:36:10
FR-15,Gulberg,10:37:40,10:38:00
FR-15,Pagh Chowk,10:39:45,10:40:05
FR-15,Pwd Housing Society,10:42:00,10:42:20
FR-15,Soan Gardens E Block,10:43:50,10:44:10
FR-15,Soan Gardens G Block,10:45:55,10:46:15
FR-15,Soan Gardens H Block,10:48:10,10:48:30
FR-15,River Gardens,10:50:00,10:50:20
FR-15,Kaak Pul,10:52:05,10:52:25
FR-15,Dha Gate 08,10:54:20,10:54:40
